,STATE/UT,DISTRICT,YEAR,MURDER,ATTEMPT TO MURDER,RAPE,KIDNAPPING & ABDUCTION,DACOITY,ROBBERY,THEFT,HURT/GREVIOUS HURT,cluster,location,latitude,longitude
8440,HIMACHAL PRADESH,SOLAN,2012,3,5,9,8,0,1,83,220,2,"SOLAN, HIMACHAL PRADESH, INDIA",30.92589585,77.08200509
8441,HIMACHAL PRADESH,UNA,2012,6,2,8,7,0,2,67,72,2,"UNA, HIMACHAL PRADESH, INDIA",31.583333,76.25
8443,JAMMU & KASHMIR,ANANTNAG,2012,1,22,14,96,0,9,86,7,2,"ANANTNAG, JAMMU & KASHMIR, INDIA",33.7368773,75.1455138
8444,JAMMU & KASHMIR,AWANTIPORA,2012,1,2,4,29,0,0,17,0,2,"AWANTIPORA, JAMMU & KASHMIR, INDIA",33.88208445,75.02975291
8445,JAMMU & KASHMIR,BANDIPORA,2012,7,5,6,46,0,3,40,5,2,"BANDIPORA, JAMMU & KASHMIR, INDIA",34.4232433,74.635965
8446,JAMMU & KASHMIR,BARAMULLA,2012,6,27,12,83,0,8,92,7,2,"BARAMULLA, JAMMU & KASHMIR, INDIA",34.20500565,74.36221081
8447,JAMMU & KASHMIR,BUDGAM,2012,3,11,7,77,1,7,167,1,2,"BUDGAM, JAMMU & KASHMIR, INDIA",33.9933661,74.77516251
8448,JAMMU & KASHMIR,CRIME JAMMU,2012,0,0,0,0,0,0,0,0,2,"CRIME JAMMU, JAMMU & KASHMIR, INDIA",34.0714255,74.8032176
8449,JAMMU & KASHMIR,CRIME SRINAGAR,2012,0,0,0,0,0,0,1,0,2,"CRIME SRINAGAR, JAMMU & KASHMIR, INDIA",32.73569,74.86911
8450,JAMMU & KASHMIR,DODA,2012,5,13,16,33,0,1,37,8,2,"DODA, JAMMU & KASHMIR, INDIA",33.1449112,75.5473969
8451,JAMMU & KASHMIR,GANDERBAL,2012,2,8,9,33,1,2,24,6,2,"GANDERBAL, JAMMU & KASHMIR, INDIA",34.1926739,74.76831725
8452,JAMMU & KASHMIR,HANDWARA,2012,6,20,6,35,0,2,46,0,2,"HANDWARA, JAMMU & KASHMIR, INDIA",34.4079188,74.15636815
8453,JAMMU & KASHMIR,JAMMU,2012,13,80,39,100,2,4,448,30,2,"JAMMU, JAMMU & KASHMIR, INDIA",32.7185614,74.8580917
8454,JAMMU & KASHMIR,KARGIL,2012,1,2,1,0,0,0,6,0,2,"KARGIL, JAMMU & KASHMIR, INDIA",32.7045476,74.871206
8455,JAMMU & KASHMIR,KATHUA,2012,6,26,20,40,0,2,78,8,2,"KATHUA, JAMMU & KASHMIR, INDIA",32.4288215,75.56286458
8456,JAMMU & KASHMIR,KISHTWAR,2012,3,11,6,23,0,1,21,0,2,"KISHTWAR, JAMMU & KASHMIR, INDIA",33.2761171,75.81692388
8457,JAMMU & KASHMIR,KULGAM,2012,10,6,15,70,0,4,43,61,2,"KULGAM, JAMMU & KASHMIR, INDIA",33.66980055,75.01480232
8458,JAMMU & KASHMIR,KUPWARA,2012,3,21,15,50,0,3,85,9,2,"KUPWARA, JAMMU & KASHMIR, INDIA",34.6110236,74.23847867
8459,JAMMU & KASHMIR,LEH,2012,2,2,3,1,0,0,5,1,2,"LEH, JAMMU & KASHMIR, INDIA",34.0860836,74.823423
8460,JAMMU & KASHMIR,POONCH,2012,5,32,9,41,0,0,11,56,2,"POONCH, JAMMU & KASHMIR, INDIA",33.7670004,74.0957143
8461,JAMMU & KASHMIR,PULWAMA,2012,3,6,3,25,0,1,35,64,2,"PULWAMA, JAMMU & KASHMIR, INDIA",33.8756947,74.9003129
8462,JAMMU & KASHMIR,RAILWAYS JAMMU,2012,0,2,0,0,0,0,2,0,2,"RAILWAYS JAMMU, JAMMU & KASHMIR, INDIA",32.7067837,74.88064549
8463,JAMMU & KASHMIR,RAILWAYS KASHMIR,2012,0,0,0,1,0,0,8,0,2,"RAILWAYS KASHMIR, JAMMU & KASHMIR, INDIA",32.79028,74.74028
8464,JAMMU & KASHMIR,RAILWAYS KATRA,2012,0,0,0,0,0,0,2,0,2,"RAILWAYS KATRA, JAMMU & KASHMIR, INDIA",32.73569,74.86911
8465,JAMMU & KASHMIR,RAJOURI,2012,9,36,32,58,0,1,59,29,2,"RAJOURI, JAMMU & KASHMIR, INDIA",33.3772495,74.3132332
8466,JAMMU & KASHMIR,RAMBAN,2012,2,10,7,22,0,1,31,0,2,"RAMBAN, JAMMU & KASHMIR, INDIA",33.2116371,75.20509891
8467,JAMMU & KASHMIR,REASI,2012,5,21,12,18,0,1,31,5,2,"REASI, JAMMU & KASHMIR, INDIA",33.06910315,74.83786982
8468,JAMMU & KASHMIR,SAMBA,2012,5,20,8,9,0,0,42,5,2,"SAMBA, JAMMU & KASHMIR, INDIA",32.57591175,75.12034456
8469,JAMMU & KASHMIR,SHOPIAN,2012,2,22,3,47,0,6,93,2,2,"SHOPIAN, JAMMU & KASHMIR, INDIA",33.718807,74.8333311
8470,JAMMU & KASHMIR,SOPORE,2012,6,42,7,34,2,7,170,0,2,"SOPORE, JAMMU & KASHMIR, INDIA",34.3281272,74.47611863
8471,JAMMU & KASHMIR,SRINAGAR,2012,13,45,19,100,0,18,302,16,2,"SRINAGAR, JAMMU & KASHMIR, INDIA",34.0747444,74.8204443
8472,JAMMU & KASHMIR,UDHAMPUR,2012,5,19,30,22,0,0,40,2,2,"UDHAMPUR, JAMMU & KASHMIR, INDIA",33,75.166667
8474,JHARKHAND,BOKARO,2012,61,11,46,63,12,24,642,0,2,"BOKARO, JHARKHAND, INDIA",23.69912795,85.99106894
8476,JHARKHAND,CHATRA,2012,53,20,15,24,12,17,137,25,2,"CHATRA, JHARKHAND, INDIA",24.20162495,84.87817692
8479,JHARKHAND,DHANBAD RLY.,2012,5,0,2,3,5,7,199,0,2,"DHANBAD RLY., JHARKHAND, INDIA",23.75,85.5
8480,JHARKHAND,DUMKA,2012,66,34,29,34,8,4,227,259,2,"DUMKA, JHARKHAND, INDIA",24.2538512,87.30064714
8483,JHARKHAND,GODDA,2012,49,0,22,63,5,7,151,0,2,"GODDA, JHARKHAND, INDIA",24.74334305,87.29285062
8485,JHARKHAND,HAZARIBAGH,2012,68,31,42,53,11,22,202,162,2,"HAZARIBAGH, JHARKHAND, INDIA",23.9675151,85.43884569
8487,JHARKHAND,JAMSHEDPUR RLY.,2012,7,0,1,1,2,3,155,4,2,"JAMSHEDPUR RLY., JHARKHAND, INDIA",23.75,85.5
8488,JHARKHAND,JAMTARA,2012,21,8,27,17,1,4,110,184,2,"JAMTARA, JHARKHAND, INDIA",23.9232867,86.77353494
8489,JHARKHAND,KHUNTI,2012,106,19,8,13,0,8,32,25,2,"KHUNTI, JHARKHAND, INDIA",23.10018105,85.34545936
8490,JHARKHAND,KODERMA,2012,17,55,8,30,7,12,104,195,2,"KODERMA, JHARKHAND, INDIA",24.4931239,85.55608107
8491,JHARKHAND,LATEHAR,2012,46,20,15,28,5,13,99,42,2,"LATEHAR, JHARKHAND, INDIA",23.74186545,84.51301367
8492,JHARKHAND,LOHARDAGGA,2012,36,19,23,22,1,9,52,50,2,"LOHARDAGGA, JHARKHAND, INDIA",23.75,85.5
8493,JHARKHAND,PAKUR,2012,38,10,53,23,8,3,154,278,2,"PAKUR, JHARKHAND, INDIA",24.6379647,87.8558666
8495,JHARKHAND,RAMGARH,2012,27,9,26,28,16,12,264,157,2,"RAMGARH, JHARKHAND, INDIA",23.59877595,85.53691565
8498,JHARKHAND,SARAIKELA,2012,51,22,35,16,5,16,217,113,2,"SARAIKELA, JHARKHAND, INDIA",22.7464225,85.91689291
8499,JHARKHAND,SIMDEGA,2012,66,28,32,20,7,10,63,28,2,"SIMDEGA, JHARKHAND, INDIA",22.6664325,84.55026791
8501,KARNATAKA,BAGALKOT,2012,51,43,11,17,7,18,130,235,2,"BAGALKOT, KARNATAKA, INDIA",16.1853166,75.6967919
8505,KARNATAKA,BELLARY,2012,54,46,18,31,6,44,347,368,2,"BELLARY, KARNATAKA, INDIA",15.1433952,76.9193876
8506,KARNATAKA,BIDAR,2012,38,39,11,30,1,32,173,759,2,"BIDAR, KARNATAKA, INDIA",18.083333,77.333333
8507,KARNATAKA,BIJAPUR,2012,69,64,18,30,5,33,139,460,2,"BIJAPUR, KARNATAKA, INDIA",16.8269911,75.7175387
8508,KARNATAKA,CBPURA,2012,51,44,12,25,3,32,312,441,2,"CBPURA, KARNATAKA, INDIA",14.66667,75.83333
8509,KARNATAKA,CHAMARAJNAGAR,2012,18,34,9,10,6,8,111,436,2,"CHAMARAJNAGAR, KARNATAKA, INDIA",11.806825,76.6912826
8510,KARNATAKA,CHICKMAGALUR,2012,33,28,11,12,8,22,145,568,2,"CHICKMAGALUR, KARNATAKA, INDIA",13.32231,75.774
8511,KARNATAKA,CHITRADURGA,2012,43,38,26,34,3,25,224,799,2,"CHITRADURGA, KARNATAKA, INDIA",14.2266443,76.4005122
8512,KARNATAKA,DAKSHIN KANNADA,2012,23,25,12,10,5,15,82,263,2,"DAKSHIN KANNADA, KARNATAKA, INDIA",12.8827367,75.0309089
8513,KARNATAKA,DAVANAGERE,2012,42,35,17,23,3,50,297,442,2,"DAVANAGERE, KARNATAKA, INDIA",14.4661266,75.9206361
8514,KARNATAKA,DHARWAD COMMR.,2012,18,20,6,54,2,77,290,177,2,"DHARWAD COMMR., KARNATAKA, INDIA",14.66667,75.83333
8515,KARNATAKA,DHARWAD RURAL,2012,27,30,5,13,0,4,56,195,2,"DHARWAD RURAL, KARNATAKA, INDIA",15.47196065,74.98934985
8516,KARNATAKA,GADAG,2012,24,11,6,12,0,5,64,140,2,"GADAG, KARNATAKA, INDIA",15.4322943,75.63522438
8519,KARNATAKA,HAVERI,2012,19,24,12,18,1,10,113,296,2,"HAVERI, KARNATAKA, INDIA",14.7874825,75.3996731
8520,KARNATAKA,K.G.F.,2012,16,22,10,7,1,14,85,259,2,"K.G.F., KARNATAKA, INDIA",14.66667,75.83333
8521,KARNATAKA,KODAGU,2012,29,36,12,5,3,3,97,521,2,"KODAGU, KARNATAKA, INDIA",12.38217745,75.66531992
8522,KARNATAKA,KOLAR,2012,46,58,18,20,4,20,186,361,2,"KOLAR, KARNATAKA, INDIA",13.1367201,78.1337246
8523,KARNATAKA,KOPPAL,2012,24,11,7,27,2,14,100,228,2,"KOPPAL, KARNATAKA, INDIA",15.3484144,76.1547421
8525,KARNATAKA,MANGALORE CITY,2012,28,18,12,16,1,69,233,199,2,"MANGALORE CITY, KARNATAKA, INDIA",12.8847996,74.83861063
8526,KARNATAKA,MYSORE COMMR.,2012,31,35,12,13,3,205,661,232,2,"MYSORE COMMR., KARNATAKA, INDIA",14.66667,75.83333
8528,KARNATAKA,RAICHUR,2012,42,31,19,34,2,10,134,469,2,"RAICHUR, KARNATAKA, INDIA",16.083333,77.166667
8529,KARNATAKA,RAILWAYS,2012,19,1,2,4,1,47,482,10,2,"RAILWAYS, KARNATAKA, INDIA",15.3552989,75.14591205
8533,KARNATAKA,UDUPI,2012,14,18,5,12,5,36,115,285,2,"UDUPI, KARNATAKA, INDIA",13.3419169,74.7473232
8534,KARNATAKA,UTTAR KANNADA,2012,33,23,7,11,0,21,77,361,2,"UTTAR KANNADA, KARNATAKA, INDIA",14.88333,74.58333
8535,KARNATAKA,YADGIRI,2012,26,37,9,22,1,5,66,289,2,"YADGIRI, KARNATAKA, INDIA",16.7469536,77.1327594
8537,KERALA,ALAPUZHA,2012,20,18,44,18,2,16,231,1380,2,"ALAPUZHA, KERALA, INDIA",9.56493435,76.54448149
8538,KERALA,ERNAKULAM COMMR.,2012,9,10,28,6,5,25,308,445,2,"ERNAKULAM COMMR., KERALA, INDIA",10.41667,76.5
8539,KERALA,ERNAKULAM RURAL,2012,21,39,59,10,5,36,270,981,2,"ERNAKULAM RURAL, KERALA, INDIA",10.1000756,76.3574874
8540,KERALA,IDUKKI,2012,22,29,53,10,5,13,149,1230,2,"IDUKKI, KERALA, INDIA",9.8497872,76.9797914
8543,KERALA,KOLLAM COMMR.,2012,21,41,46,21,3,62,212,1002,2,"KOLLAM COMMR., KERALA, INDIA",10.41667,76.5
8544,KERALA,KOLLAM RURAL,2012,30,28,49,14,2,30,159,1409,2,"KOLLAM RURAL, KERALA, INDIA",8.9989381,76.7732344
8546,KERALA,KOZHIKODE COMMR.,2012,7,7,36,5,2,65,142,631,2,"KOZHIKODE COMMR., KERALA, INDIA",10.41667,76.5
8547,KERALA,KOZHIKODE RURAL,2012,9,24,42,16,3,31,181,987,2,"KOZHIKODE RURAL, KERALA, INDIA",11.252788,75.7905332
8550,KERALA,PATHANAMTHITTA,2012,28,24,32,17,1,18,161,1090,2,"PATHANAMTHITTA, KERALA, INDIA",9.2780841,76.9737443
8551,KERALA,RAILWAYS,2012,0,1,0,4,0,3,193,47,2,"RAILWAYS, KERALA, INDIA",9.0515185,76.6087015
8552,KERALA,THRISSUR COMMR.,2012,9,14,35,13,1,28,164,359,2,"THRISSUR COMMR., KERALA, INDIA",10.41667,76.5
8553,KERALA,THRISSUR RURAL,2012,18,49,46,12,6,40,202,784,2,"THRISSUR RURAL, KERALA, INDIA",10.5214758,76.1899913
8554,KERALA,TRIVANDRUM COMMR.,2012,14,12,41,23,4,101,285,1116,2,"TRIVANDRUM COMMR., KERALA, INDIA",10.41667,76.5
8556,KERALA,WAYANADU,2012,10,5,36,12,0,13,52,751,2,"WAYANADU, KERALA, INDIA",10.8942004,75.927851
8558,MADHYA PRADESH,ALIRAJPUR,2012,60,33,22,13,1,16,82,259,2,"ALIRAJPUR, MADHYA PRADESH, INDIA",22.28593955,74.35389643
8559,MADHYA PRADESH,ANUPPUR,2012,35,15,62,8,1,15,108,126,2,"ANUPPUR, MADHYA PRADESH, INDIA",23.03525965,81.38844385
8560,MADHYA PRADESH,ASHOK NAGAR,2012,34,15,50,6,2,11,103,557,2,"ASHOK NAGAR, MADHYA PRADESH, INDIA",24.6185442,77.8788306
8561,MADHYA PRADESH,BALAGHAT,2012,43,22,78,9,0,13,131,248,2,"BALAGHAT, MADHYA PRADESH, INDIA",21.966667,80.333333
8562,MADHYA PRADESH,BARWANI,2012,46,15,50,8,1,13,160,204,2,"BARWANI, MADHYA PRADESH, INDIA",22.0333621,74.8978374
8566,MADHYA PRADESH,BHOPAL RLY.,2012,4,8,4,1,1,25,1117,1,2,"BHOPAL RLY., MADHYA PRADESH, INDIA",23.5,78.5
8567,MADHYA PRADESH,BURHANPUR,2012,11,12,23,6,0,7,90,493,2,"BURHANPUR, MADHYA PRADESH, INDIA",21.3118839,76.2291992
8571,MADHYA PRADESH,DATIYA,2012,51,34,23,28,0,40,131,337,2,"DATIYA, MADHYA PRADESH, INDIA",25.75,78.5
8574,MADHYA PRADESH,DINDORI,2012,32,8,40,6,0,2,38,114,2,"DINDORI, MADHYA PRADESH, INDIA",22.90736865,80.8851143
8577,MADHYA PRADESH,HARDA,2012,14,20,26,12,1,13,124,287,2,"HARDA, MADHYA PRADESH, INDIA",22.3388828,77.0929933
8578,MADHYA PRADESH,HOSHANGABAD,2012,44,32,69,34,0,17,227,423,2,"HOSHANGABAD, MADHYA PRADESH, INDIA",22.6503147,77.7509281
8580,MADHYA PRADESH,INDORE RLY.,2012,3,2,3,3,2,8,327,2,2,"INDORE RLY., MADHYA PRADESH, INDIA",23.5,78.5
8582,MADHYA PRADESH,JABALPUR RLY.,2012,6,1,3,1,0,34,639,6,2,"JABALPUR RLY., MADHYA PRADESH, INDIA",23.5,78.5
8583,MADHYA PRADESH,JHABUA,2012,20,24,62,25,5,27,183,272,2,"JHABUA, MADHYA PRADESH, INDIA",22.88585225,74.72513369
8584,MADHYA PRADESH,KATNI,2012,36,22,58,18,1,24,179,997,2,"KATNI, MADHYA PRADESH, INDIA",23.8339621,80.392456
8585,MADHYA PRADESH,KHANDWA,2012,27,20,66,8,0,10,195,78,2,"KHANDWA, MADHYA PRADESH, INDIA",21.9778642,76.56882823
8586,MADHYA PRADESH,KHARGON,2012,51,38,67,20,1,14,370,101,2,"KHARGON, MADHYA PRADESH, INDIA",21.82526,75.6107
8587,MADHYA PRADESH,MANDLA,2012,25,16,75,8,0,6,64,273,2,"MANDLA, MADHYA PRADESH, INDIA",22.68536625,80.58150562
8588,MADHYA PRADESH,MANDSAUR,2012,37,49,49,34,2,20,300,104,2,"MANDSAUR, MADHYA PRADESH, INDIA",24.2627979,75.38588023
8591,MADHYA PRADESH,NEEMUCH,2012,18,17,25,12,0,22,188,232,2,"NEEMUCH, MADHYA PRADESH, INDIA",24.6301735,75.18310518
8592,MADHYA PRADESH,PANNA,2012,30,19,34,8,0,11,53,160,2,"PANNA, MADHYA PRADESH, INDIA",24.5,80.25
8599,MADHYA PRADESH,SEONI,2012,38,12,65,10,0,7,104,160,2,"SEONI, MADHYA PRADESH, INDIA",22.2758789,79.72104465
8600,MADHYA PRADESH,SHAHDOL,2012,44,13,81,27,2,33,176,176,2,"SHAHDOL, MADHYA PRADESH, INDIA",23.3002343,81.364771
8602,MADHYA PRADESH,SHEOPUR,2012,8,15,17,4,0,18,97,170,2,"SHEOPUR, MADHYA PRADESH, INDIA",25.6656611,76.6954843
8604,MADHYA PRADESH,SIDHI,2012,31,9,48,40,0,7,148,312,2,"SIDHI, MADHYA PRADESH, INDIA",24.25,82
8605,MADHYA PRADESH,SIHORE,2012,23,36,69,14,0,21,338,338,2,"SIHORE, MADHYA PRADESH, INDIA",25.6724156,78.1043815
8606,MADHYA PRADESH,SINGRAULI,2012,36,9,32,36,2,9,110,328,2,"SINGRAULI, MADHYA PRADESH, INDIA",24.1974432,82.6661453
8607,MADHYA PRADESH,TIKAMGARH,2012,43,27,61,13,0,24,105,1251,2,"TIKAMGARH, MADHYA PRADESH, INDIA",24.85577805,79.04706347
8609,MADHYA PRADESH,UMARIYA,2012,12,3,22,4,1,7,68,95,2,"UMARIYA, MADHYA PRADESH, INDIA",24.2865522,80.1464261
8613,MAHARASHTRA,AKOLA,2012,42,34,19,22,3,49,677,720,2,"AKOLA, MAHARASHTRA, INDIA",20.76181225,77.19211567
8614,MAHARASHTRA,AMRAVATI COMMR.,2012,24,38,20,20,5,54,778,387,2,"AMRAVATI COMMR., MAHARASHTRA, INDIA",19.5,76
8619,MAHARASHTRA,BHANDARA,2012,20,11,26,11,3,31,430,378,2,"BHANDARA, MAHARASHTRA, INDIA",21.12304765,79.79390882
8620,MAHARASHTRA,BULDHANA,2012,49,38,29,31,5,23,521,687,2,"BULDHANA, MAHARASHTRA, INDIA",20.53208,76.179911
8621,MAHARASHTRA,CHANDRAPUR,2012,44,33,44,34,4,46,723,584,2,"CHANDRAPUR, MAHARASHTRA, INDIA",20.0967555,79.50454752
8623,MAHARASHTRA,GADCHIROLI,2012,57,69,18,9,4,3,146,174,2,"GADCHIROLI, MAHARASHTRA, INDIA",19.75907035,80.16228073
8624,MAHARASHTRA,GONDIA,2012,41,28,38,10,6,19,269,342,2,"GONDIA, MAHARASHTRA, INDIA",21.455228,80.1962729
8625,MAHARASHTRA,HINGOLI,2012,25,16,13,10,1,7,115,320,2,"HINGOLI, MAHARASHTRA, INDIA",19.54140965,77.17376601
8633,MAHARASHTRA,NAGPUR RLY.,2012,5,5,1,2,4,67,1073,18,2,"NAGPUR RLY., MAHARASHTRA, INDIA",19.5,76
8634,MAHARASHTRA,NAGPUR RURAL,2012,55,30,29,15,8,42,862,561,2,"NAGPUR RURAL, MAHARASHTRA, INDIA",21.0356706,79.0264124
8636,MAHARASHTRA,NANDURBAR,2012,35,17,19,10,14,17,165,249,2,"NANDURBAR, MAHARASHTRA, INDIA",21.51450155,74.54070115
8637,MAHARASHTRA,NASIK COMMR.,2012,32,26,20,18,14,163,1070,229,2,"NASIK COMMR., MAHARASHTRA, INDIA",19.5,76
8643,MAHARASHTRA,PUNE RLY.,2012,4,0,2,1,7,23,362,10,2,"PUNE RLY., MAHARASHTRA, INDIA",19.5,76
8645,MAHARASHTRA,RAIGAD,2012,40,13,21,8,17,42,321,257,2,"RAIGAD, MAHARASHTRA, INDIA",18.4928092,73.13807095
8646,MAHARASHTRA,RATNAGIRI,2012,10,12,11,4,9,35,171,172,2,"RATNAGIRI, MAHARASHTRA, INDIA",17.2826079,73.4569787
8647,MAHARASHTRA,SANGLI,2012,47,41,33,35,12,34,500,373,2,"SANGLI, MAHARASHTRA, INDIA",17.1726928,74.58676543
8649,MAHARASHTRA,SINDHUDURG,2012,8,7,9,8,4,12,91,110,2,"SINDHUDURG, MAHARASHTRA, INDIA",16.1357193,73.6522086
8650,MAHARASHTRA,SOLAPUR COMMR.,2012,18,27,25,24,23,98,557,177,2,"SOLAPUR COMMR., MAHARASHTRA, INDIA",19.5,76
8654,MAHARASHTRA,WARDHA,2012,30,32,40,26,7,63,656,704,2,"WARDHA, MAHARASHTRA, INDIA",20.82562315,78.6131455
8655,MAHARASHTRA,WASHIM,2012,40,31,31,29,4,35,303,393,2,"WASHIM, MAHARASHTRA, INDIA",20.28741775,77.2369655
8658,MANIPUR,BISHNUPUR,2012,10,36,11,12,0,0,42,20,2,"BISHNUPUR, MANIPUR, INDIA",24.56246365,93.80124837
8659,MANIPUR,CHANDEL,2012,7,12,0,5,0,0,4,3,2,"CHANDEL, MANIPUR, INDIA",24.3197442,94.02109882
8660,MANIPUR,CHURACHANDPUR,2012,8,6,1,6,0,0,19,7,2,"CHURACHANDPUR, MANIPUR, INDIA",24.378704,93.6970015
8661,MANIPUR,CID,2012,0,0,0,0,0,0,0,0,2,"CID, MANIPUR, INDIA",25,94
8662,MANIPUR,IMPHAL EAST,2012,10,91,10,46,0,1,199,44,2,"IMPHAL EAST, MANIPUR, INDIA",24.85154025,94.00947958
8663,MANIPUR,IMPHAL WEST,2012,14,149,18,72,0,1,520,122,2,"IMPHAL WEST, MANIPUR, INDIA",24.757326,93.85847858
8664,MANIPUR,SENAPATI,2012,2,19,2,22,8,1,13,4,2,"SENAPATI, MANIPUR, INDIA",25.3804396,94.05698542
8665,MANIPUR,TAMENGLONG,2012,11,5,1,7,0,0,3,3,2,"TAMENGLONG, MANIPUR, INDIA",24.9354013,93.56791112
8666,MANIPUR,THOUBAL,2012,16,73,20,44,0,0,94,80,2,"THOUBAL, MANIPUR, INDIA",24.624587,94.04247928
8667,MANIPUR,UKHRUL,2012,5,18,0,9,0,0,9,2,2,"UKHRUL, MANIPUR, INDIA",25.0982654,94.363167
8669,MEGHALAYA,GARO HILLS EAST,2012,9,11,2,9,16,2,37,0,2,"GARO HILLS EAST, MEGHALAYA, INDIA",25.5,90.5
8670,MEGHALAYA,GARO HILLS SOUTH,2012,7,11,6,15,2,1,40,4,2,"GARO HILLS SOUTH, MEGHALAYA, INDIA",25.347969,90.56577726
8671,MEGHALAYA,GARO HILLS WEST,2012,19,6,6,19,9,5,90,45,2,"GARO HILLS WEST, MEGHALAYA, INDIA",25.60631425,90.21139055
8672,MEGHALAYA,JAINTIA HILLS,2012,44,11,32,18,8,7,66,25,2,"JAINTIA HILLS, MEGHALAYA, INDIA",25.5,92.25
8673,MEGHALAYA,KHASI HILLS EAST,2012,31,8,58,18,7,25,208,62,2,"KHASI HILLS EAST, MEGHALAYA, INDIA",25.40237355,91.83254097
8674,MEGHALAYA,KHASI HILLS WEST,2012,16,13,28,6,7,5,32,12,2,"KHASI HILLS WEST, MEGHALAYA, INDIA",25.5,91.5
8675,MEGHALAYA,RI-BHOI,2012,11,3,32,7,3,1,70,9,2,"RI-BHOI, MEGHALAYA, INDIA",25.87640255,91.85675742
8677,MIZORAM,AIZAWL,2012,12,13,42,2,1,2,288,51,2,"AIZAWL, MIZORAM, INDIA",23.7435236,92.7382905
8678,MIZORAM,CHAMPHAI,2012,5,1,12,1,0,0,104,11,2,"CHAMPHAI, MIZORAM, INDIA",23.6317319,93.34931854
8679,MIZORAM,KOLASIB,2012,4,1,9,1,1,0,61,10,2,"KOLASIB, MIZORAM, INDIA",24.18947525,92.71331813
8680,MIZORAM,LAWNGTLAI,2012,3,0,7,1,0,1,31,9,2,"LAWNGTLAI, MIZORAM, INDIA",22.34596495,92.81195361
8681,MIZORAM,LUNGLEI,2012,0,6,16,1,0,0,41,5,2,"LUNGLEI, MIZORAM, INDIA",22.898553,92.75192292
8682,MIZORAM,MAMIT,2012,3,0,10,1,0,1,23,8,2,"MAMIT, MIZORAM, INDIA",23.75590845,92.45173569
8683,MIZORAM,SAIHA,2012,0,0,0,1,0,0,25,3,2,"SAIHA, MIZORAM, INDIA",22.4995518,92.97798989
8684,MIZORAM,SERCHHIP,2012,3,0,7,0,0,0,32,6,2,"SERCHHIP, MIZORAM, INDIA",23.3858923,92.93059891
8686,NAGALAND,DIMAPUR,2012,26,8,9,16,1,36,202,9,2,"DIMAPUR, NAGALAND, INDIA",25.911744,93.721703
8687,NAGALAND,KIPHIRE,2012,4,2,0,0,0,0,2,0,2,"KIPHIRE, NAGALAND, INDIA",25.81551155,94.841664
8688,NAGALAND,KOHIMA,2012,11,10,1,3,0,9,72,2,2,"KOHIMA, NAGALAND, INDIA",25.75,94.166667
8689,NAGALAND,LONGLENG,2012,1,1,0,0,0,0,1,1,2,"LONGLENG, NAGALAND, INDIA",26.49031725,94.77214247
8690,NAGALAND,MOKOKCHUNG,2012,5,6,3,0,0,0,11,2,2,"MOKOKCHUNG, NAGALAND, INDIA",26.4795861,94.51052755
8691,NAGALAND,MON,2012,6,3,3,4,0,4,19,3,2,"MON, NAGALAND, INDIA",26.75,94.833333
8692,NAGALAND,PEREN,2012,5,1,0,1,0,1,9,2,2,"PEREN, NAGALAND, INDIA",25.47907705,93.72563659
8693,NAGALAND,PHEK,2012,2,2,1,0,0,1,11,2,2,"PHEK, NAGALAND, INDIA",25.75,94.5
8694,NAGALAND,TUENSANG,2012,4,2,1,0,0,0,12,0,2,"TUENSANG, NAGALAND, INDIA",26.1685055,94.85819822
8695,NAGALAND,WOKHA,2012,1,4,2,0,0,1,28,6,2,"WOKHA, NAGALAND, INDIA",26.166667,94.25
8696,NAGALAND,ZUNHEBOTO,2012,10,3,1,3,0,2,14,3,2,"ZUNHEBOTO, NAGALAND, INDIA",26,94.5
8701,ODISHA,BERHAMPUR,2012,30,119,18,24,15,62,291,90,2,"BERHAMPUR, ODISHA, INDIA",21.49308515,86.63272983
8702,ODISHA,BHADRAK,2012,39,55,54,72,10,17,174,38,2,"BHADRAK, ODISHA, INDIA",21.0633288,86.5053731
8704,ODISHA,BOUDH,2012,18,17,10,10,0,3,53,229,2,"BOUDH, ODISHA, INDIA",20.8415619,84.3213321
8705,ODISHA,CUTTACK,2012,48,22,43,63,3,69,222,0,2,"CUTTACK, ODISHA, INDIA",20.4686,85.8792
8707,ODISHA,DCP CTC,2012,36,22,28,44,15,57,577,0,2,"DCP CTC, ODISHA, INDIA",20.5,84.41667
8708,ODISHA,DEOGARH,2012,23,16,17,7,23,14,23,224,2,"DEOGARH, ODISHA, INDIA",21.5370786,84.7301184
8710,ODISHA,GAJAPATI,2012,12,19,18,14,0,2,21,82,2,"GAJAPATI, ODISHA, INDIA",19.19557415,84.19297736
8714,ODISHA,JHARSUGUDA,2012,16,18,21,13,9,38,291,303,2,"JHARSUGUDA, ODISHA, INDIA",21.87705125,84.00905064
8716,ODISHA,KANDHAMAL,2012,29,0,32,30,4,13,77,302,2,"KANDHAMAL, ODISHA, INDIA",20.13069385,84.07904761
8717,ODISHA,KENDRAPARA,2012,49,21,38,69,5,38,188,140,2,"KENDRAPARA, ODISHA, INDIA",20.50040085,86.43170623
8719,ODISHA,KHURDA,2012,37,54,27,53,6,47,146,27,2,"KHURDA, ODISHA, INDIA",20.1540594,85.7086509
