,ds,y
4869,2014-05-02,864
4870,2014-05-03,745
4871,2014-05-04,721
4872,2014-05-05,845
4873,2014-05-06,825
4874,2014-05-07,769
4875,2014-05-08,767
4876,2014-05-09,863
4877,2014-05-10,817
4878,2014-05-11,744
4879,2014-05-12,813
4880,2014-05-13,813
4881,2014-05-14,787
4882,2014-05-15,753
4883,2014-05-16,841
4884,2014-05-17,803
4885,2014-05-18,859
4886,2014-05-19,787
4887,2014-05-20,764
4888,2014-05-21,834
4889,2014-05-22,789
4890,2014-05-23,807
4891,2014-05-24,759
4892,2014-05-25,824
4893,2014-05-26,778
4894,2014-05-27,764
4895,2014-05-28,801
4896,2014-05-29,776
4897,2014-05-30,828
4898,2014-05-31,848
4899,2014-06-01,1036
4900,2014-06-02,876
4901,2014-06-03,898
4902,2014-06-04,775
4903,2014-06-05,803
4904,2014-06-06,859
4905,2014-06-07,869
4906,2014-06-08,773
4907,2014-06-09,823
4908,2014-06-10,673
4909,2014-06-11,775
4910,2014-06-12,822
4911,2014-06-13,936
4912,2014-06-14,843
4913,2014-06-15,882
4914,2014-06-16,872
4915,2014-06-17,888
4916,2014-06-18,771
4917,2014-06-19,824
4918,2014-06-20,887
4919,2014-06-21,865
4920,2014-06-22,867
4921,2014-06-23,830
4922,2014-06-24,861
4923,2014-06-25,855
4924,2014-06-26,826
4925,2014-06-27,898
4926,2014-06-28,853
4927,2014-06-29,906
4928,2014-06-30,801
4929,2014-07-01,1010
4930,2014-07-02,819
4931,2014-07-03,886
4932,2014-07-04,838
4933,2014-07-05,898
4934,2014-07-06,873
4935,2014-07-07,899
4936,2014-07-08,817
4937,2014-07-09,854
4938,2014-07-10,821
4939,2014-07-11,943
4940,2014-07-12,810
4941,2014-07-13,849
4942,2014-07-14,814
4943,2014-07-15,817
4944,2014-07-16,845
4945,2014-07-17,808
4946,2014-07-18,874
4947,2014-07-19,868
4948,2014-07-20,844
4949,2014-07-21,810
4950,2014-07-22,833
4951,2014-07-23,861
4952,2014-07-24,853
4953,2014-07-25,925
4954,2014-07-26,875
4955,2014-07-27,890
4956,2014-07-28,873
4957,2014-07-29,804
4958,2014-07-30,794
4959,2014-07-31,861
4960,2014-08-01,1080
4961,2014-08-02,896
4962,2014-08-03,846
4963,2014-08-04,782
4964,2014-08-05,825
4965,2014-08-06,809
4966,2014-08-07,843
4967,2014-08-08,819
4968,2014-08-09,887
4969,2014-08-10,855
4970,2014-08-11,874
4971,2014-08-12,760
4972,2014-08-13,857
4973,2014-08-14,795
4974,2014-08-15,863
4975,2014-08-16,854
4976,2014-08-17,862
4977,2014-08-18,816
4978,2014-08-19,776
4979,2014-08-20,834
4980,2014-08-21,778
4981,2014-08-22,816
4982,2014-08-23,822
4983,2014-08-24,856
4984,2014-08-25,777
4985,2014-08-26,804
4986,2014-08-27,782
4987,2014-08-28,738
4988,2014-08-29,885
4989,2014-08-30,867
4990,2014-08-31,830
4991,2014-09-01,1014
4992,2014-09-02,799
4993,2014-09-03,723
4994,2014-09-04,749
4995,2014-09-05,844
4996,2014-09-06,814
4997,2014-09-07,823
4998,2014-09-08,687
4999,2014-09-09,788
5000,2014-09-10,706
5001,2014-09-11,748
5002,2014-09-12,719
5003,2014-09-13,685
5004,2014-09-14,760
5005,2014-09-15,738
5006,2014-09-16,749
5007,2014-09-17,796
5008,2014-09-18,868
5009,2014-09-19,876
5010,2014-09-20,846
5011,2014-09-21,791
5012,2014-09-22,769
5013,2014-09-23,835
5014,2014-09-24,836
5015,2014-09-25,750
5016,2014-09-26,879
5017,2014-09-27,892
5018,2014-09-28,837
5019,2014-09-29,800
5020,2014-09-30,781
5021,2014-10-01,977
5022,2014-10-02,805
5023,2014-10-03,779
5024,2014-10-04,723
5025,2014-10-05,716
5026,2014-10-06,722
5027,2014-10-07,758
5028,2014-10-08,746
5029,2014-10-09,686
5030,2014-10-10,741
5031,2014-10-11,801
5032,2014-10-12,691
5033,2014-10-13,705
5034,2014-10-14,730
5035,2014-10-15,773
5036,2014-10-16,746
5037,2014-10-17,868
5038,2014-10-18,838
5039,2014-10-19,744
5040,2014-10-20,758
5041,2014-10-21,777
5042,2014-10-22,727
5043,2014-10-23,776
5044,2014-10-24,879
5045,2014-10-25,802
5046,2014-10-26,751
5047,2014-10-27,812
5048,2014-10-28,770
5049,2014-10-29,796
5050,2014-10-30,779
5051,2014-10-31,824
5052,2014-11-01,909
5053,2014-11-02,727
5054,2014-11-03,774
5055,2014-11-04,776
5056,2014-11-05,743
5057,2014-11-06,669
5058,2014-11-07,781
5059,2014-11-08,746
5060,2014-11-09,685
5061,2014-11-10,776
5062,2014-11-11,675
5063,2014-11-12,595
5064,2014-11-13,662
5065,2014-11-14,754
5066,2014-11-15,749
5067,2014-11-16,675
5068,2014-11-17,624
5069,2014-11-18,624
5070,2014-11-19,633
5071,2014-11-20,633
5072,2014-11-21,733
5073,2014-11-22,728
5074,2014-11-23,688
5075,2014-11-24,591
5076,2014-11-25,662
5077,2014-11-26,677
5078,2014-11-27,453
5079,2014-11-28,605
5080,2014-11-29,706
5081,2014-11-30,722
5082,2014-12-01,813
5083,2014-12-02,650
5084,2014-12-03,750
5085,2014-12-04,691
5086,2014-12-05,802
5087,2014-12-06,660
5088,2014-12-07,595
5089,2014-12-08,709
5090,2014-12-09,652
5091,2014-12-10,726
5092,2014-12-11,638
5093,2014-12-12,727
5094,2014-12-13,768
5095,2014-12-14,714
5096,2014-12-15,728
5097,2014-12-16,660
5098,2014-12-17,736
5099,2014-12-18,667
5100,2014-12-19,768
5101,2014-12-20,739
5102,2014-12-21,650
5103,2014-12-22,647
5104,2014-12-23,673
5105,2014-12-24,568
5106,2014-12-25,439
5107,2014-12-26,626
5108,2014-12-27,717
5109,2014-12-28,632
5110,2014-12-29,678
5111,2014-12-30,571
5112,2014-12-31,585
5113,2015-01-01,1222
5114,2015-01-02,673
5115,2015-01-03,648
5116,2015-01-04,514
5117,2015-01-05,523
5118,2015-01-06,503
5119,2015-01-07,474
5120,2015-01-08,448
5121,2015-01-09,590
5122,2015-01-10,647
5123,2015-01-11,649
5124,2015-01-12,607
5125,2015-01-13,612
5126,2015-01-14,675
5127,2015-01-15,763
5128,2015-01-16,710
5129,2015-01-17,741
5130,2015-01-18,698
5131,2015-01-19,708
5132,2015-01-20,793
5133,2015-01-21,745
5134,2015-01-22,752
5135,2015-01-23,800
5136,2015-01-24,756
5137,2015-01-25,646
5138,2015-01-26,656
5139,2015-01-27,675
5140,2015-01-28,646
5141,2015-01-29,703
5142,2015-01-30,714
5143,2015-01-31,636
5144,2015-02-01,562
5145,2015-02-02,474
5146,2015-02-03,511
5147,2015-02-04,577
5148,2015-02-05,572
5149,2015-02-06,696
5150,2015-02-07,679
5151,2015-02-08,615
5152,2015-02-09,607
5153,2015-02-10,629
5154,2015-02-11,606
5155,2015-02-12,611
5156,2015-02-13,632
5157,2015-02-14,597
5158,2015-02-15,552
5159,2015-02-16,537
5160,2015-02-17,597
5161,2015-02-18,511
5162,2015-02-19,463
5163,2015-02-20,651
5164,2015-02-21,652
5165,2015-02-22,593
5166,2015-02-23,572
5167,2015-02-24,628
5168,2015-02-25,571
5169,2015-02-26,517
5170,2015-02-27,638
5171,2015-02-28,545
5172,2015-03-01,756
5173,2015-03-02,658
5174,2015-03-03,636
5175,2015-03-04,562
5176,2015-03-05,612
5177,2015-03-06,712
5178,2015-03-07,697
5179,2015-03-08,625
5180,2015-03-09,726
5181,2015-03-10,753
5182,2015-03-11,746
5183,2015-03-12,751
5184,2015-03-13,814
5185,2015-03-14,798
5186,2015-03-15,778
5187,2015-03-16,779
5188,2015-03-17,692
5189,2015-03-18,690
5190,2015-03-19,717
5191,2015-03-20,775
5192,2015-03-21,689
5193,2015-03-22,656
5194,2015-03-23,592
5195,2015-03-24,639
5196,2015-03-25,723
5197,2015-03-26,684
5198,2015-03-27,725
5199,2015-03-28,657
5200,2015-03-29,619
5201,2015-03-30,719
5202,2015-03-31,693
5203,2015-04-01,927
5204,2015-04-02,794
5205,2015-04-03,710
5206,2015-04-04,694
5207,2015-04-05,673
5208,2015-04-06,676
5209,2015-04-07,603
5210,2015-04-08,679
5211,2015-04-09,648
5212,2015-04-10,714
5213,2015-04-11,720
5214,2015-04-12,773
5215,2015-04-13,735
5216,2015-04-14,767
5217,2015-04-15,798
5218,2015-04-16,686
5219,2015-04-17,785
5220,2015-04-18,769
5221,2015-04-19,703
5222,2015-04-20,743
5223,2015-04-21,663
5224,2015-04-22,682
5225,2015-04-23,731
5226,2015-04-24,761
5227,2015-04-25,695
5228,2015-04-26,718
5229,2015-04-27,721
5230,2015-04-28,718
5231,2015-04-29,766
5232,2015-04-30,666
5233,2015-05-01,951
5234,2015-05-02,686
5235,2015-05-03,745
5236,2015-05-04,779
5237,2015-05-05,696
5238,2015-05-06,739
5239,2015-05-07,826
5240,2015-05-08,807
5241,2015-05-09,685
5242,2015-05-10,741
5243,2015-05-11,748
5244,2015-05-12,757
5245,2015-05-13,767
5246,2015-05-14,755
5247,2015-05-15,822
5248,2015-05-16,882
5249,2015-05-17,836
5250,2015-05-18,758
5251,2015-05-19,707
5252,2015-05-20,729
5253,2015-05-21,745
5254,2015-05-22,824
5255,2015-05-23,798
5256,2015-05-24,687
5257,2015-05-25,708
5258,2015-05-26,771
5259,2015-05-27,737
5260,2015-05-28,800
5261,2015-05-29,828
5262,2015-05-30,719
5263,2015-05-31,666
5264,2015-06-01,954
5265,2015-06-02,772
5266,2015-06-03,777
5267,2015-06-04,721
5268,2015-06-05,786
5269,2015-06-06,758
5270,2015-06-07,739
5271,2015-06-08,681
5272,2015-06-09,731
5273,2015-06-10,793
5274,2015-06-11,802
5275,2015-06-12,827
5276,2015-06-13,813
5277,2015-06-14,794
5278,2015-06-15,739
5279,2015-06-16,847
5280,2015-06-17,722
5281,2015-06-18,768
5282,2015-06-19,775
5283,2015-06-20,766
5284,2015-06-21,783
5285,2015-06-22,780
5286,2015-06-23,732
5287,2015-06-24,728
5288,2015-06-25,784
5289,2015-06-26,784
5290,2015-06-27,723
5291,2015-06-28,797
5292,2015-06-29,751
5293,2015-06-30,748
5294,2015-07-01,888
5295,2015-07-02,757
5296,2015-07-03,768
5297,2015-07-04,845
5298,2015-07-05,898
5299,2015-07-06,757
5300,2015-07-07,701
5301,2015-07-08,718
5302,2015-07-09,671
5303,2015-07-10,739
5304,2015-07-11,798
5305,2015-07-12,801
5306,2015-07-13,782
5307,2015-07-14,711
5308,2015-07-15,795
5309,2015-07-16,673
5310,2015-07-17,825
5311,2015-07-18,776
5312,2015-07-19,764
5313,2015-07-20,778
5314,2015-07-21,776
5315,2015-07-22,774
5316,2015-07-23,810
5317,2015-07-24,867
5318,2015-07-25,831
5319,2015-07-26,802
5320,2015-07-27,835
5321,2015-07-28,767
5322,2015-07-29,763
5323,2015-07-30,775
5324,2015-07-31,781
5325,2015-08-01,1044
5326,2015-08-02,821
5327,2015-08-03,729
5328,2015-08-04,761
5329,2015-08-05,772
5330,2015-08-06,809
5331,2015-08-07,839
5332,2015-08-08,849
5333,2015-08-09,745
5334,2015-08-10,808
5335,2015-08-11,790
5336,2015-08-12,760
5337,2015-08-13,784
5338,2015-08-14,808
5339,2015-08-15,824
5340,2015-08-16,865
5341,2015-08-17,741
5342,2015-08-18,762
5343,2015-08-19,792
5344,2015-08-20,838
5345,2015-08-21,858
5346,2015-08-22,845
5347,2015-08-23,806
5348,2015-08-24,724
5349,2015-08-25,767
5350,2015-08-26,792
5351,2015-08-27,764
5352,2015-08-28,806
5353,2015-08-29,760
5354,2015-08-30,800
5355,2015-08-31,745
5356,2015-09-01,954
5357,2015-09-02,801
5358,2015-09-03,875
5359,2015-09-04,815
5360,2015-09-05,765
5361,2015-09-06,818
5362,2015-09-07,808
5363,2015-09-08,717
5364,2015-09-09,711
5365,2015-09-10,658
5366,2015-09-11,691
5367,2015-09-12,724
5368,2015-09-13,734
5369,2015-09-14,790
5370,2015-09-15,811
5371,2015-09-16,766
5372,2015-09-17,717
5373,2015-09-18,791
5374,2015-09-19,792
5375,2015-09-20,811
5376,2015-09-21,735
5377,2015-09-22,776
5378,2015-09-23,833
5379,2015-09-24,716
5380,2015-09-25,810
5381,2015-09-26,792
5382,2015-09-27,801
5383,2015-09-28,753
5384,2015-09-29,669
5385,2015-09-30,678
5386,2015-10-01,887
5387,2015-10-02,799
5388,2015-10-03,708
5389,2015-10-04,653
5390,2015-10-05,755
5391,2015-10-06,752
5392,2015-10-07,718
5393,2015-10-08,701
5394,2015-10-09,795
5395,2015-10-10,728
5396,2015-10-11,735
5397,2015-10-12,730
5398,2015-10-13,741
5399,2015-10-14,764
5400,2015-10-15,816
5401,2015-10-16,734
5402,2015-10-17,706
5403,2015-10-18,675
5404,2015-10-19,788
5405,2015-10-20,785
5406,2015-10-21,794
5407,2015-10-22,773
5408,2015-10-23,777
5409,2015-10-24,765
5410,2015-10-25,728
5411,2015-10-26,781
5412,2015-10-27,651
5413,2015-10-28,682
5414,2015-10-29,669
5415,2015-10-30,776
5416,2015-10-31,721
5417,2015-11-01,992
5418,2015-11-02,785
5419,2015-11-03,749
5420,2015-11-04,791
5421,2015-11-05,754
5422,2015-11-06,747
5423,2015-11-07,691
5424,2015-11-08,705
5425,2015-11-09,684
5426,2015-11-10,640
5427,2015-11-11,686
5428,2015-11-12,693
5429,2015-11-13,679
5430,2015-11-14,696
5431,2015-11-15,722
5432,2015-11-16,744
5433,2015-11-17,667
5434,2015-11-18,683
5435,2015-11-19,696
5436,2015-11-20,713
5437,2015-11-21,528
5438,2015-11-22,520
5439,2015-11-23,650
5440,2015-11-24,607
5441,2015-11-25,620
5442,2015-11-26,589
5443,2015-11-27,613
5444,2015-11-28,658
5445,2015-11-29,612
5446,2015-11-30,666
5447,2015-12-01,794
5448,2015-12-02,716
5449,2015-12-03,710
5450,2015-12-04,700
5451,2015-12-05,707
5452,2015-12-06,687
5453,2015-12-07,689
5454,2015-12-08,733
5455,2015-12-09,685
5456,2015-12-10,690
5457,2015-12-11,742
5458,2015-12-12,752
5459,2015-12-13,650
5460,2015-12-14,739
5461,2015-12-15,793
5462,2015-12-16,722
5463,2015-12-17,727
5464,2015-12-18,653
5465,2015-12-19,666
5466,2015-12-20,693
5467,2015-12-21,649
5468,2015-12-22,694
5469,2015-12-23,753
5470,2015-12-24,675
5471,2015-12-25,498
5472,2015-12-26,640
5473,2015-12-27,627
5474,2015-12-28,516
5475,2015-12-29,624
5476,2015-12-30,603
5477,2015-12-31,610
5478,2016-01-01,1154
5479,2016-01-02,576
5480,2016-01-03,618
5481,2016-01-04,626
5482,2016-01-05,627
5483,2016-01-06,626
5484,2016-01-07,706
5485,2016-01-08,742
5486,2016-01-09,650
5487,2016-01-10,597
5488,2016-01-11,513
5489,2016-01-12,548
5490,2016-01-13,654
5491,2016-01-14,734
5492,2016-01-15,733
5493,2016-01-16,651
5494,2016-01-17,537
5495,2016-01-18,515
5496,2016-01-19,610
5497,2016-01-20,619
5498,2016-01-21,634
5499,2016-01-22,701
5500,2016-01-23,722
5501,2016-01-24,675
5502,2016-01-25,744
5503,2016-01-26,640
5504,2016-01-27,669
5505,2016-01-28,751
5506,2016-01-29,746
5507,2016-01-30,742
5508,2016-01-31,665
5509,2016-02-01,852
5510,2016-02-02,614
5511,2016-02-03,682
5512,2016-02-04,670
5513,2016-02-05,660
5514,2016-02-06,695
5515,2016-02-07,617
5516,2016-02-08,570
5517,2016-02-09,545
5518,2016-02-10,565
5519,2016-02-11,582
5520,2016-02-12,646
5521,2016-02-13,597
5522,2016-02-14,514
5523,2016-02-15,553
5524,2016-02-16,625
5525,2016-02-17,641
5526,2016-02-18,681
5527,2016-02-19,775
5528,2016-02-20,702
5529,2016-02-21,706
5530,2016-02-22,639
5531,2016-02-23,630
5532,2016-02-24,578
5533,2016-02-25,699
5534,2016-02-26,740
5535,2016-02-27,691
5536,2016-02-28,624
5537,2016-02-29,646
5538,2016-03-01,817
5539,2016-03-02,607
5540,2016-03-03,616
5541,2016-03-04,702
5542,2016-03-05,699
5543,2016-03-06,714
5544,2016-03-07,794
5545,2016-03-08,723
5546,2016-03-09,679
5547,2016-03-10,716
5548,2016-03-11,733
5549,2016-03-12,746
5550,2016-03-13,628
5551,2016-03-14,684
5552,2016-03-15,713
5553,2016-03-16,745
5554,2016-03-17,738
5555,2016-03-18,791
5556,2016-03-19,699
5557,2016-03-20,685
5558,2016-03-21,699
5559,2016-03-22,722
5560,2016-03-23,686
5561,2016-03-24,677
5562,2016-03-25,716
5563,2016-03-26,735
5564,2016-03-27,631
5565,2016-03-28,741
5566,2016-03-29,739
5567,2016-03-30,716
5568,2016-03-31,754
5569,2016-04-01,826
5570,2016-04-02,651
5571,2016-04-03,706
5572,2016-04-04,660
5573,2016-04-05,675
5574,2016-04-06,660
5575,2016-04-07,742
5576,2016-04-08,626
5577,2016-04-09,689
5578,2016-04-10,704
5579,2016-04-11,676
5580,2016-04-12,701
5581,2016-04-13,714
5582,2016-04-14,690
5583,2016-04-15,811
5584,2016-04-16,734
5585,2016-04-17,708
5586,2016-04-18,738
5587,2016-04-19,703
5588,2016-04-20,689
5589,2016-04-21,714
5590,2016-04-22,729
5591,2016-04-23,693
5592,2016-04-24,755
5593,2016-04-25,758
5594,2016-04-26,693
5595,2016-04-27,661
5596,2016-04-28,731
5597,2016-04-29,719
5598,2016-04-30,605
5599,2016-05-01,819
5600,2016-05-02,757
5601,2016-05-03,737
5602,2016-05-04,682
5603,2016-05-05,697
5604,2016-05-06,794
5605,2016-05-07,742
5606,2016-05-08,729
5607,2016-05-09,731
5608,2016-05-10,713
5609,2016-05-11,758
5610,2016-05-12,690
5611,2016-05-13,808
5612,2016-05-14,723
5613,2016-05-15,739
5614,2016-05-16,782
5615,2016-05-17,692
5616,2016-05-18,800
5617,2016-05-19,764
5618,2016-05-20,804
5619,2016-05-21,792
5620,2016-05-22,750
5621,2016-05-23,782
5622,2016-05-24,803
5623,2016-05-25,720
5624,2016-05-26,765
5625,2016-05-27,800
5626,2016-05-28,791
5627,2016-05-29,798
5628,2016-05-30,820
5629,2016-05-31,756
5630,2016-06-01,935
5631,2016-06-02,800
5632,2016-06-03,822
5633,2016-06-04,827
5634,2016-06-05,777
5635,2016-06-06,792
5636,2016-06-07,754
5637,2016-06-08,744
5638,2016-06-09,725
5639,2016-06-10,765
5640,2016-06-11,815
5641,2016-06-12,850
5642,2016-06-13,794
5643,2016-06-14,835
5644,2016-06-15,790
5645,2016-06-16,821
5646,2016-06-17,829
5647,2016-06-18,763
5648,2016-06-19,811
5649,2016-06-20,858
5650,2016-06-21,824
5651,2016-06-22,749
5652,2016-06-23,801
5653,2016-06-24,807
5654,2016-06-25,812
5655,2016-06-26,774
5656,2016-06-27,771
5657,2016-06-28,767
5658,2016-06-29,804
5659,2016-06-30,847
5660,2016-07-01,959
5661,2016-07-02,756
5662,2016-07-03,782
5663,2016-07-04,847
5664,2016-07-05,895
5665,2016-07-06,742
5666,2016-07-07,790
5667,2016-07-08,790
5668,2016-07-09,729
5669,2016-07-10,760
5670,2016-07-11,701
5671,2016-07-12,780
5672,2016-07-13,726
5673,2016-07-14,769
5674,2016-07-15,845
5675,2016-07-16,780
5676,2016-07-17,789
5677,2016-07-18,799
5678,2016-07-19,791
5679,2016-07-20,824
5680,2016-07-21,784
5681,2016-07-22,791
5682,2016-07-23,813
5683,2016-07-24,790
5684,2016-07-25,827
5685,2016-07-26,877
5686,2016-07-27,795
5687,2016-07-28,774
5688,2016-07-29,801
5689,2016-07-30,927
5690,2016-07-31,813
5691,2016-08-01,879
5692,2016-08-02,791
5693,2016-08-03,772
5694,2016-08-04,793
5695,2016-08-05,862
5696,2016-08-06,828
5697,2016-08-07,838
5698,2016-08-08,803
5699,2016-08-09,725
5700,2016-08-10,722
5701,2016-08-11,852
5702,2016-08-12,746
5703,2016-08-13,826
5704,2016-08-14,842
5705,2016-08-15,842
5706,2016-08-16,816
5707,2016-08-17,862
5708,2016-08-18,767
5709,2016-08-19,793
5710,2016-08-20,844
5711,2016-08-21,786
5712,2016-08-22,728
5713,2016-08-23,752
5714,2016-08-24,823
5715,2016-08-25,770
5716,2016-08-26,803
5717,2016-08-27,819
5718,2016-08-28,805
5719,2016-08-29,882
5720,2016-08-30,755
5721,2016-08-31,779
5722,2016-09-01,1033
5723,2016-09-02,799
5724,2016-09-03,830
5725,2016-09-04,779
5726,2016-09-05,821
5727,2016-09-06,761
5728,2016-09-07,723
5729,2016-09-08,794
5730,2016-09-09,818
5731,2016-09-10,767
5732,2016-09-11,758
5733,2016-09-12,793
5734,2016-09-13,786
5735,2016-09-14,820
5736,2016-09-15,823
5737,2016-09-16,806
5738,2016-09-17,834
5739,2016-09-18,781
5740,2016-09-19,712
5741,2016-09-20,792
5742,2016-09-21,731
5743,2016-09-22,831
5744,2016-09-23,843
5745,2016-09-24,833
5746,2016-09-25,809
5747,2016-09-26,764
5748,2016-09-27,735
5749,2016-09-28,634
5750,2016-09-29,702
5751,2016-09-30,772
5752,2016-10-01,860
5753,2016-10-02,707
5754,2016-10-03,771
5755,2016-10-04,743
5756,2016-10-05,805
5757,2016-10-06,754
5758,2016-10-07,863
5759,2016-10-08,715
5760,2016-10-09,682
5761,2016-10-10,722
5762,2016-10-11,697
5763,2016-10-12,745
5764,2016-10-13,693
5765,2016-10-14,821
5766,2016-10-15,823
5767,2016-10-16,789
5768,2016-10-17,817
5769,2016-10-18,774
5770,2016-10-19,712
5771,2016-10-20,717
5772,2016-10-21,760
5773,2016-10-22,773
5774,2016-10-23,785
5775,2016-10-24,769
5776,2016-10-25,735
5777,2016-10-26,698
5778,2016-10-27,729
5779,2016-10-28,802
5780,2016-10-29,831
5781,2016-10-30,786
5782,2016-10-31,867
5783,2016-11-01,910
5784,2016-11-02,749
5785,2016-11-03,783
5786,2016-11-04,783
5787,2016-11-05,821
5788,2016-11-06,753
5789,2016-11-07,737
5790,2016-11-08,644
5791,2016-11-09,680
5792,2016-11-10,723
5793,2016-11-11,797
5794,2016-11-12,781
5795,2016-11-13,660
5796,2016-11-14,670
5797,2016-11-15,712
5798,2016-11-16,770
5799,2016-11-17,810
5800,2016-11-18,794
5801,2016-11-19,676
5802,2016-11-20,663
5803,2016-11-21,683
5804,2016-11-22,722
5805,2016-11-23,699
5806,2016-11-24,534
5807,2016-11-25,689
5808,2016-11-26,719
5809,2016-11-27,693
5810,2016-11-28,693
5811,2016-11-29,698
5812,2016-11-30,697
5813,2016-12-01,819
5814,2016-12-02,833
5815,2016-12-03,758
5816,2016-12-04,594
5817,2016-12-05,676
5818,2016-12-06,688
5819,2016-12-07,660
5820,2016-12-08,606
5821,2016-12-09,668
5822,2016-12-10,612
5823,2016-12-11,512
5824,2016-12-12,629
5825,2016-12-13,574
5826,2016-12-14,610
5827,2016-12-15,579
5828,2016-12-16,695
5829,2016-12-17,614
5830,2016-12-18,526
5831,2016-12-19,660
5832,2016-12-20,693
5833,2016-12-21,728
5834,2016-12-22,702
5835,2016-12-23,728
5836,2016-12-24,604
5837,2016-12-25,487
5838,2016-12-26,647
5839,2016-12-27,663
5840,2016-12-28,722
5841,2016-12-29,647
5842,2016-12-30,742
5843,2016-12-31,704
5844,2017-01-01,1205
5845,2017-01-02,613
5846,2017-01-03,717
5847,2017-01-04,612
5848,2017-01-05,610
5849,2017-01-06,601
5850,2017-01-07,618
5851,2017-01-08,590
5852,2017-01-09,713
5853,2017-01-10,705
5854,2017-01-11,662
5855,2017-01-12,644
5856,2017-01-13,799
5857,2017-01-14,685
5858,2017-01-15,656
5859,2017-01-16,652
5860,2017-01-17,705
5861,2017-01-18,707
5862,2017-01-19,738
5863,2017-01-20,783
5864,2017-01-21,786
5865,2017-01-22,742
5866,2017-01-23,789
5867,2017-01-24,736
5868,2017-01-25,748
5869,2017-01-26,674
5870,2017-01-27,784
5871,2017-01-28,730
5872,2017-01-29,633
5873,2017-01-30,756
5874,2017-01-31,734
5875,2017-02-01,845
5876,2017-02-02,670
5877,2017-02-03,668
5878,2017-02-04,638
5879,2017-02-05,695
5880,2017-02-06,762
5881,2017-02-07,692
5882,2017-02-08,666
5883,2017-02-09,668
5884,2017-02-10,744
5885,2017-02-11,704
5886,2017-02-12,677
5887,2017-02-13,718
5888,2017-02-14,712
5889,2017-02-15,673
5890,2017-02-16,671
5891,2017-02-17,830
5892,2017-02-18,747
5893,2017-02-19,674
5894,2017-02-20,710
5895,2017-02-21,678
5896,2017-02-22,703
5897,2017-02-23,655
5898,2017-02-24,660
5899,2017-02-25,599
5900,2017-02-26,576
5901,2017-02-27,633
5902,2017-02-28,631
5903,2017-03-01,738
5904,2017-03-02,628
5905,2017-03-03,673
5906,2017-03-04,633
5907,2017-03-05,661
5908,2017-03-06,683
5909,2017-03-07,682
5910,2017-03-08,667
5911,2017-03-09,676
5912,2017-03-10,666
5913,2017-03-11,658
5914,2017-03-12,553
5915,2017-03-13,541
5916,2017-03-14,474
5917,2017-03-15,606
5918,2017-03-16,668
5919,2017-03-17,709
5920,2017-03-18,674
5921,2017-03-19,604
5922,2017-03-20,695
5923,2017-03-21,649
5924,2017-03-22,647
5925,2017-03-23,666
5926,2017-03-24,778
5927,2017-03-25,695
5928,2017-03-26,702
5929,2017-03-27,722
5930,2017-03-28,673
5931,2017-03-29,669
5932,2017-03-30,690
5933,2017-03-31,777
5934,2017-04-01,826
5935,2017-04-02,690
5936,2017-04-03,696
5937,2017-04-04,712
5938,2017-04-05,633
5939,2017-04-06,668
5940,2017-04-07,704
5941,2017-04-08,695
5942,2017-04-09,761
5943,2017-04-10,682
5944,2017-04-11,703
5945,2017-04-12,726
5946,2017-04-13,665
5947,2017-04-14,773
5948,2017-04-15,817
5949,2017-04-16,686
5950,2017-04-17,752
5951,2017-04-18,735
5952,2017-04-19,758
5953,2017-04-20,713
5954,2017-04-21,814
5955,2017-04-22,701
5956,2017-04-23,703
5957,2017-04-24,736
5958,2017-04-25,757
5959,2017-04-26,758
5960,2017-04-27,716
5961,2017-04-28,832
5962,2017-04-29,615
5963,2017-04-30,656
5964,2017-05-01,860
5965,2017-05-02,689
5966,2017-05-03,739
5967,2017-05-04,741
5968,2017-05-05,797
5969,2017-05-06,713
5970,2017-05-07,629
5971,2017-05-08,705
5972,2017-05-09,707
5973,2017-05-10,663
5974,2017-05-11,734
5975,2017-05-12,847
5976,2017-05-13,724
5977,2017-05-14,712
5978,2017-05-15,872
5979,2017-05-16,747
5980,2017-05-17,834
5981,2017-05-18,775
5982,2017-05-19,776
5983,2017-05-20,664
5984,2017-05-21,791
5985,2017-05-22,795
5986,2017-05-23,738
5987,2017-05-24,762
5988,2017-05-25,763
5989,2017-05-26,767
5990,2017-05-27,800
5991,2017-05-28,705
5992,2017-05-29,768
5993,2017-05-30,814
5994,2017-05-31,738
5995,2017-06-01,885
5996,2017-06-02,841
5997,2017-06-03,823
5998,2017-06-04,820
5999,2017-06-05,736
6000,2017-06-06,825
6001,2017-06-07,787
6002,2017-06-08,769
6003,2017-06-09,816
6004,2017-06-10,785
6005,2017-06-11,813
6006,2017-06-12,740
6007,2017-06-13,807
6008,2017-06-14,769
6009,2017-06-15,823
6010,2017-06-16,835
6011,2017-06-17,826
6012,2017-06-18,786
6013,2017-06-19,745
6014,2017-06-20,802
6015,2017-06-21,786
6016,2017-06-22,819
6017,2017-06-23,777
6018,2017-06-24,819
6019,2017-06-25,797
6020,2017-06-26,787
6021,2017-06-27,771
6022,2017-06-28,707
6023,2017-06-29,776
6024,2017-06-30,778
6025,2017-07-01,935
6026,2017-07-02,780
6027,2017-07-03,863
6028,2017-07-04,796
6029,2017-07-05,858
6030,2017-07-06,781
6031,2017-07-07,758
6032,2017-07-08,759
6033,2017-07-09,822
